"No.","Time","Source","Signal strength (dBm)","Sequence number","SSID","Supported Rates","Extended Supported Rates","HT Capabilities Info","A-MPDU Parameters","HT Extended Capabilities","Tag Number","Transmit Beam Forming (TxBF) Capabilities (VS)","Channel","UUID Enrollee","Primary Device Type","Model Name","Model Number","Device Name","Vendor Extension","Vendor ID","OUI"
"923307","2017-07-12 13:18:57.402300949","2c:0e:3d:d8:aa:98","-45","3668","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"937202","2017-07-12 13:19:07.721938096","2c:0e:3d:d8:aa:98","-45","3687","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"937242","2017-07-12 13:19:07.741658562","2c:0e:3d:d8:aa:98","-44","3688","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"948407","2017-07-12 13:19:16.430207000","8c:1a:bf:56:6a:5c","-58","3041","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"948419","2017-07-12 13:19:16.450870848","8c:1a:bf:56:6a:5c","-54","3042","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"951218","2017-07-12 13:19:19.001921300","2c:0e:3d:d8:aa:98","-49","3705","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"951235","2017-07-12 13:19:19.021823459","2c:0e:3d:d8:aa:98","-49","3706","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"963999","2017-07-12 13:19:26.561860063","8c:1a:bf:56:6a:5c","-57","3074","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"964031","2017-07-12 13:19:26.582432226","8c:1a:bf:56:6a:5c","-58","3075","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"966935","2017-07-12 13:19:29.341948336","2c:0e:3d:d8:aa:98","-53","3728","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"966941","2017-07-12 13:19:29.362574442","2c:0e:3d:d8:aa:98","-56","3729","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"984931","2017-07-12 13:19:40.728087882","2c:0e:3d:d8:aa:98","-45","3752","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"984954","2017-07-12 13:19:40.747723100","2c:0e:3d:d8:aa:98","-46","3753","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"990831","2017-07-12 13:19:43.536429315","2c:0e:3d:d8:aa:98","-49","3768","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"990895","2017-07-12 13:19:43.553915496","2c:0e:3d:d8:aa:98","-44","3769","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"990907","2017-07-12 13:19:43.576653495","2c:0e:3d:d8:aa:98","-46","3770","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"990976","2017-07-12 13:19:43.597129095","2c:0e:3d:d8:aa:98","-47","3771","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"991135","2017-07-12 13:19:43.666327415","2c:0e:3d:d8:aa:98","-54","3774","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"991194","2017-07-12 13:19:43.686879764","2c:0e:3d:d8:aa:98","-54","3775","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"1004809","2017-07-12 13:19:52.112770728","2c:0e:3d:d8:aa:98","-42","3806","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"1004840","2017-07-12 13:19:52.132464818","2c:0e:3d:d8:aa:98","-54","3807","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"1023011","2017-07-12 13:20:02.520420468","2c:0e:3d:d8:aa:98","-56","3835","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"1023015","2017-07-12 13:20:02.540745706","2c:0e:3d:d8:aa:98","-57","3836","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"1023060","2017-07-12 13:20:02.612621498","2c:0e:3d:d8:aa:98","-55","3839","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"1023076","2017-07-12 13:20:02.632900161","2c:0e:3d:d8:aa:98","-54","3840","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"1069943","2017-07-12 13:20:27.726030473","da:a1:19:a1:c5:2c","-57","1853","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x01ad","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,50-6f-9a,00-90-4c,00-90-4c,00-50-f2,00-10-18"
"1085767","2017-07-12 13:20:34.404453613","f0:27:65:3a:40:de","-45","1826","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"1085776","2017-07-12 13:20:34.425083720","f0:27:65:3a:40:de","-46","1827","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"1102327","2017-07-12 13:20:42.723954718","84:38:38:36:00:ce","-59","4055","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"1165868","2017-07-12 13:21:23.039029042","c0:c9:76:eb:5a:5c","-51","2265","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Extended Capabilities,Vendor Specific,Vendor Specific","","1","ee49d38041075e9f84d4fca65500f0e6","000a0050f2040005","FEVER","FEVER","l5460","00372a000120","14122","00-50-f2,50-6f-9a"
"1165874","2017-07-12 13:21:23.049392648","c0:c9:76:eb:5a:5c","-53","2266","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Extended Capabilities,Vendor Specific,Vendor Specific","","1","ee49d38041075e9f84d4fca65500f0e6","000a0050f2040005","FEVER","FEVER","l5460","00372a000120","14122","00-50-f2,50-6f-9a"
"1166019","2017-07-12 13:21:23.142604068","c0:c9:76:eb:5a:5c","-53","2267","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Extended Capabilities,Vendor Specific,Vendor Specific","","1","ee49d38041075e9f84d4fca65500f0e6","000a0050f2040005","FEVER","FEVER","l5460","00372a000120","14122","00-50-f2,50-6f-9a"
"1166020","2017-07-12 13:21:23.144244082","c0:c9:76:eb:5a:5c","-58","2268","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Extended Capabilities,Vendor Specific,Vendor Specific","","1","ee49d38041075e9f84d4fca65500f0e6","000a0050f2040005","FEVER","FEVER","l5460","00372a000120","14122","00-50-f2,50-6f-9a"
"1166155","2017-07-12 13:21:23.229275194","c0:c9:76:eb:5a:5c","-55","2270","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Extended Capabilities,Vendor Specific,Vendor Specific","","1","ee49d38041075e9f84d4fca65500f0e6","000a0050f2040005","FEVER","FEVER","l5460","00372a000120","14122","00-50-f2,50-6f-9a"
"1172958","2017-07-12 13:21:27.167261195","c0:c9:76:eb:5a:5c","-49","2293","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Extended Capabilities,Vendor Specific,Vendor Specific","","1","ee49d38041075e9f84d4fca65500f0e6","000a0050f2040005","FEVER","FEVER","l5460","00372a000120","14122","00-50-f2,50-6f-9a"
"1172959","2017-07-12 13:21:27.169125087","c0:c9:76:eb:5a:5c","-48","2294","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Extended Capabilities,Vendor Specific,Vendor Specific","","1","ee49d38041075e9f84d4fca65500f0e6","000a0050f2040005","FEVER","FEVER","l5460","00372a000120","14122","00-50-f2,50-6f-9a"
"1173131","2017-07-12 13:21:27.269234113","c0:c9:76:eb:5a:5c","-50","2295","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Extended Capabilities,Vendor Specific,Vendor Specific","","1","ee49d38041075e9f84d4fca65500f0e6","000a0050f2040005","FEVER","FEVER","l5460","00372a000120","14122","00-50-f2,50-6f-9a"
"1173133","2017-07-12 13:21:27.271014221","c0:c9:76:eb:5a:5c","-50","2296","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Extended Capabilities,Vendor Specific,Vendor Specific","","1","ee49d38041075e9f84d4fca65500f0e6","000a0050f2040005","FEVER","FEVER","l5460","00372a000120","14122","00-50-f2,50-6f-9a"
"1173258","2017-07-12 13:21:27.385159548","c0:c9:76:eb:5a:5c","-51","2297","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Extended Capabilities,Vendor Specific,Vendor Specific","","1","ee49d38041075e9f84d4fca65500f0e6","000a0050f2040005","FEVER","FEVER","l5460","00372a000120","14122","00-50-f2,50-6f-9a"
"1173259","2017-07-12 13:21:27.386900835","c0:c9:76:eb:5a:5c","-51","2298","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Extended Capabilities,Vendor Specific,Vendor Specific","","1","ee49d38041075e9f84d4fca65500f0e6","000a0050f2040005","FEVER","FEVER","l5460","00372a000120","14122","00-50-f2,50-6f-9a"
"1263386","2017-07-12 13:22:18.217423344","10:f9:6f:9a:62:a7","-59","313","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x100c","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"1309070","2017-07-12 13:22:44.378574509","c0:ee:fb:5e:49:36","-56","3528","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1309073","2017-07-12 13:22:44.385880331","c0:ee:fb:5e:49:36","-54","3529","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1309074","2017-07-12 13:22:44.393963730","c0:ee:fb:5e:49:36","-54","3530","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1309082","2017-07-12 13:22:44.405626045","c0:ee:fb:5e:49:36","-54","3531","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1309116","2017-07-12 13:22:44.432037544","c0:ee:fb:5e:49:36","-57","3532","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1309117","2017-07-12 13:22:44.434492326","c0:ee:fb:5e:49:36","-57","3533","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific","","1","","","","","","","","00-50-f2"
"1366769","2017-07-12 13:23:16.707270924","f0:43:47:23:a6:44","-51","4077","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,50-6f-9a,00-e0-fc,00-e0-fc,00-50-f2,00-10-18"
"1366790","2017-07-12 13:23:16.745214319","f0:43:47:23:a6:44","-52","4078","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,50-6f-9a,00-e0-fc,00-e0-fc,00-50-f2,00-10-18"
"1460431","2017-07-12 13:24:14.816016157","a8:5b:78:3e:80:98","-59","1768","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"1460432","2017-07-12 13:24:14.817301677","a8:5b:78:3e:80:98","-59","1769","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"1462825","2017-07-12 13:24:16.148765941","10:f9:6f:9a:62:a7","-59","500","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x100c","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"1470742","2017-07-12 13:24:20.304532862","1c:cd:e5:66:c8:d9","-53","2621","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Extended Capabilities,Vendor Specific,Vendor Specific","","1","661140bad5265436966a1124ebd7ad08","000a0050f2040005","MEIZU_M5","MEIZU_M5","meizu_M5","00372a000120","14122","00-50-f2,50-6f-9a"
"1470748","2017-07-12 13:24:20.315582020","1c:cd:e5:66:c8:d9","-52","2622","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates,Extended Capabilities,Vendor Specific,Vendor Specific","","1","661140bad5265436966a1124ebd7ad08","000a0050f2040005","MEIZU_M5","MEIZU_M5","meizu_M5","00372a000120","14122","00-50-f2,50-6f-9a"
"1492848","2017-07-12 13:24:30.756662785","74:81:14:1f:aa:42","-58","2897","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"1492884","2017-07-12 13:24:30.779579349","74:81:14:1f:aa:42","-58","2898","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"1500875","2017-07-12 13:24:34.135835987","74:81:14:1f:aa:42","-52","2902","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"1500914","2017-07-12 13:24:34.159155084","74:81:14:1f:aa:42","-55","2903","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"1627285","2017-07-12 13:25:52.826429975","10:f9:6f:9a:62:a7","-58","1154","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x100c","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"1627310","2017-07-12 13:25:52.848041145","10:f9:6f:9a:62:a7","-58","1155","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x100c","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"1669967","2017-07-12 13:26:14.405299907","10:f9:6f:9a:62:a7","-54","1246","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x100c","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"1669982","2017-07-12 13:26:14.426922765","10:f9:6f:9a:62:a7","-54","1247","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x100c","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"1670012","2017-07-12 13:26:14.446927620","10:f9:6f:9a:62:a7","-55","1248","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x100c","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"1670201","2017-07-12 13:26:14.556152906","10:f9:6f:9a:62:a7","-59","1252","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x100c","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"1680100","2017-07-12 13:26:18.953351163","a8:5b:78:3e:80:98","-46","2527","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"1680203","2017-07-12 13:26:18.986115190","a8:5b:78:3e:80:98","-50","2528","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"1687546","2017-07-12 13:26:22.508693788","a8:5b:78:3e:80:98","-55","2563","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
