"No.","Time","Source","Signal strength (dBm)","Sequence number","SSID","Supported Rates","Extended Supported Rates","HT Capabilities Info","A-MPDU Parameters","HT Extended Capabilities","Tag Number","Transmit Beam Forming (TxBF) Capabilities (VS)","Channel","UUID Enrollee","Primary Device Type","Model Name","Model Number","Device Name","Vendor Extension","Vendor ID","OUI"
"3351666","2017-07-12 13:43:22.884213803","a0:f8:95:63:d9:ae","-56","1856","eduroam","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"3351681","2017-07-12 13:43:22.890492697","a0:f8:95:63:d9:ae","-56","1857","","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"3391661","2017-07-12 13:43:50.310299398","98:f0:ab:4e:a4:2c","-59","167","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0100","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"3391681","2017-07-12 13:43:50.321542187","98:f0:ab:4e:a4:2c","-52","168","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0100","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"3396816","2017-07-12 13:43:53.594303436","98:f0:ab:4e:a4:2c","-58","230","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0100","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"3396841","2017-07-12 13:43:53.615559184","98:f0:ab:4e:a4:2c","-53","231","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0100","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"3397159","2017-07-12 13:43:53.853227397","98:f0:ab:4e:a4:2c","-56","1","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0100","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"3403644","2017-07-12 13:43:58.458367592","98:f0:ab:4e:a4:2c","-55","23","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0100","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"3403650","2017-07-12 13:43:58.468171217","98:f0:ab:4e:a4:2c","-56","24","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0100","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"3403672","2017-07-12 13:43:58.490872975","98:f0:ab:4e:a4:2c","-59","26","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0100","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"3403676","2017-07-12 13:43:58.501851434","98:f0:ab:4e:a4:2c","-57","27","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0100","0x19","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),DS Parameter set,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
