"No.","Time","Source","Signal strength (dBm)","Sequence number","SSID","Supported Rates","Extended Supported Rates","HT Capabilities Info","A-MPDU Parameters","HT Extended Capabilities","Tag Number","Transmit Beam Forming (TxBF) Capabilities (VS)","Channel","UUID Enrollee","Primary Device Type","Model Name","Model Number","Device Name","Vendor Extension","Vendor ID","OUI"
"130073","2017-07-12 12:40:54.793966676","ae:0c:95:fc:ee:5c","-88","1614","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"130123","2017-07-12 12:40:55.321276953","18:65:90:94:50:4b","-94","3883","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"130268","2017-07-12 12:40:56.415521449","d8:c4:e9:c6:64:93","-80","1079","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"130533","2017-07-12 12:40:57.868204673","d0:87:e2:94:b3:e1","-56","452","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific,Extended Capabilities,Interworking,Vendor Specific","","1","","","","","","","","00-50-f2,50-6f-9a"
"130535","2017-07-12 12:40:57.877639096","d0:87:e2:94:b3:e1","-55","453","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific,Extended Capabilities,Interworking,Vendor Specific","","1","","","","","","","","00-50-f2,50-6f-9a"
"130544","2017-07-12 12:40:57.897973079","d0:87:e2:94:b3:e1","-54","454","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific,Extended Capabilities,Interworking,Vendor Specific","","1","","","","","","","","00-50-f2,50-6f-9a"
"130546","2017-07-12 12:40:57.907919924","d0:87:e2:94:b3:e1","-54","455","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific,Extended Capabilities,Interworking,Vendor Specific","","1","","","","","","","","00-50-f2,50-6f-9a"
"130556","2017-07-12 12:40:57.946745708","d0:87:e2:94:b3:e1","-63","456","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific,Extended Capabilities,Interworking,Vendor Specific","","1","","","","","","","","00-50-f2,50-6f-9a"
"130557","2017-07-12 12:40:57.949624396","d0:87:e2:94:b3:e1","-67","457","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific,Extended Capabilities,Interworking,Vendor Specific","","1","","","","","","","","00-50-f2,50-6f-9a"
"130795","2017-07-12 12:41:00.722155688","18:65:90:94:50:4b","-89","3988","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x002d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"131401","2017-07-12 12:41:06.756067557","d8:c4:e9:c6:64:93","-76","1091","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"131410","2017-07-12 12:41:06.782292062","d8:c4:e9:c6:64:93","-76","1093","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"131806","2017-07-12 12:41:11.516284343","50:68:0a:43:f0:a1","-80","1294","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","0x102c","0x1d","0x0000","SSID parameter set,Supported Rates,DS Parameter set,Extended Supported Rates,HT Capabilities (802.11n D1.10),Extended Capabilities","","1","","","","","","","",""
"131813","2017-07-12 12:41:11.537465291","50:68:0a:43:f0:a1","-80","1295","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","0x102c","0x1d","0x0000","SSID parameter set,Supported Rates,DS Parameter set,Extended Supported Rates,HT Capabilities (802.11n D1.10),Extended Capabilities","","1","","","","","","","",""
"131994","2017-07-12 12:41:13.769610736","40:b8:37:ab:e1:2f","-87","3227","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-90-4c,00-50-f2,00-10-18"
"132007","2017-07-12 12:41:13.809157816","40:b8:37:ab:e1:2f","-78","3228","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-90-4c,00-50-f2,00-10-18"
"132020","2017-07-12 12:41:13.850911720","40:b8:37:ab:e1:2f","-80","3229","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-90-4c,00-50-f2,00-10-18"
"132224","2017-07-12 12:41:16.156538128","d8:c4:e9:c6:64:93","-82","1100","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"132230","2017-07-12 12:41:16.176546313","d8:c4:e9:c6:64:93","-84","1102","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"132596","2017-07-12 12:41:19.819543247","54:8c:a0:34:be:c4","-88","2385","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","0x016e","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10)","","1","","","","","","","",""
"132604","2017-07-12 12:41:19.839248395","54:8c:a0:34:be:c4","-90","2386","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","0x016e","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10)","","1","","","","","","","",""
"132634","2017-07-12 12:41:20.100401334","d0:23:db:d0:ec:88","-95","3397","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1800","0x1b","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"132642","2017-07-12 12:41:20.156025447","d0:23:db:d0:ec:88","-93","3398","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1800","0x1b","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"132682","2017-07-12 12:41:20.497671700","d0:23:db:d0:ec:88","-93","3399","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1800","0x1b","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"132689","2017-07-12 12:41:20.528048091","d0:23:db:d0:ec:88","-94","3400","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1800","0x1b","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"132695","2017-07-12 12:41:20.558496267","d0:23:db:d0:ec:88","-91","3401","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1800","0x1b","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"132703","2017-07-12 12:41:20.591131561","d0:23:db:d0:ec:88","-95","3402","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1800","0x1b","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"132852","2017-07-12 12:41:21.205810025","d0:23:db:d0:ec:88","-94","3409","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1800","0x1b","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"132866","2017-07-12 12:41:21.261675000","d0:23:db:d0:ec:88","-93","3410","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1800","0x1b","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"132876","2017-07-12 12:41:21.342348000","d0:23:db:d0:ec:88","-94","3411","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1800","0x1b","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"132892","2017-07-12 12:41:21.397989675","d0:23:db:d0:ec:88","-95","3412","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1800","0x1b","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"132947","2017-07-12 12:41:21.770793833","d0:23:db:d0:ec:88","-94","3414","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1800","0x1b","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"132957","2017-07-12 12:41:21.832514210","d0:23:db:d0:ec:88","-94","3416","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1800","0x1b","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"133221","2017-07-12 12:41:23.424726475","dc:ee:06:1c:2d:c3","-85","869","","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"133236","2017-07-12 12:41:23.477396034","dc:ee:06:1c:2d:c3","-87","870","","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"133410","2017-07-12 12:41:25.216474852","d0:87:e2:26:9d:12","-92","3408","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x012c","0x03","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Vendor Specific,Extended Capabilities,Interworking,Vendor Specific","","1","","","","","","","","00-50-f2,50-6f-9a"
"133554","2017-07-12 12:41:26.516939955","d8:c4:e9:c6:64:93","-84","1110","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"133676","2017-07-12 12:41:27.625465874","92:5a:9e:67:36:cf","-88","3060","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","00-17-f2,00-50-f2,00-10-18"
"133685","2017-07-12 12:41:27.705889282","d0:23:db:d0:ec:88","-94","3423","eduroam","1,2,5.5,11","6,9,12,18,24,36,48,54","0x1800","0x1b","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","00-10-18,00-90-4c"
"133810","2017-07-12 12:41:28.904476784","00:25:d3:84:72:27","-91","1784","","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"133854","2017-07-12 12:41:29.347859019","40:0e:85:35:d1:db","-47","2315","TFDN_TP-LINK_5631C0","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"133856","2017-07-12 12:41:29.368281444","40:0e:85:35:d1:db","-49","2316","TFDN_TP-LINK_5631C0","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"133857","2017-07-12 12:41:29.390095389","40:0e:85:35:d1:db","-52","2317","TFDN_TP-LINK_5631C0","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"133860","2017-07-12 12:41:29.410596868","40:0e:85:35:d1:db","-51","2318","TFDN_TP-LINK_5631C0","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"134071","2017-07-12 12:41:31.995266141","40:0e:85:35:d1:db","-47","2358","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"134072","2017-07-12 12:41:31.996836106","40:0e:85:35:d1:db","-47","2359","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"134083","2017-07-12 12:41:32.036088658","40:0e:85:35:d1:db","-47","2360","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"134084","2017-07-12 12:41:32.037554703","40:0e:85:35:d1:db","-47","2361","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"134094","2017-07-12 12:41:32.077777284","40:0e:85:35:d1:db","-51","2362","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"134095","2017-07-12 12:41:32.079263780","40:0e:85:35:d1:db","-50","2363","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"134104","2017-07-12 12:41:32.118649018","40:0e:85:35:d1:db","-50","2364","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"134105","2017-07-12 12:41:32.120742837","40:0e:85:35:d1:db","-49","2365","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"134520","2017-07-12 12:41:37.777565692","d8:c4:e9:c6:64:93","-79","1117","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"134528","2017-07-12 12:41:37.798159549","d8:c4:e9:c6:64:93","-81","1119","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
"134906","2017-07-12 12:41:42.574306290","50:68:0a:43:f0:a1","-72","1372","GenuaWifi","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","0x102c","0x1d","0x0000","SSID parameter set,Supported Rates,DS Parameter set,Extended Supported Rates,HT Capabilities (802.11n D1.10),Extended Capabilities","","1","","","","","","","",""
"134914","2017-07-12 12:41:42.595885918","50:68:0a:43:f0:a1","-71","1373","GenuaWifi","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","0x102c","0x1d","0x0000","SSID parameter set,Supported Rates,DS Parameter set,Extended Supported Rates,HT Capabilities (802.11n D1.10),Extended Capabilities","","1","","","","","","","",""
"134919","2017-07-12 12:41:42.616848779","50:68:0a:43:f0:a1","-71","1374","GenuaWifi","1(B),2(B),5.5(B),11(B),6,9,12,18","24,36,48,54","0x102c","0x1d","0x0000","SSID parameter set,Supported Rates,DS Parameter set,Extended Supported Rates,HT Capabilities (802.11n D1.10),Extended Capabilities","","1","","","","","","","",""
"134988","2017-07-12 12:41:43.543463431","40:0e:85:35:d1:db","-47","2428","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"134989","2017-07-12 12:41:43.545011890","40:0e:85:35:d1:db","-46","2429","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"134995","2017-07-12 12:41:43.584161628","40:0e:85:35:d1:db","-47","2430","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"134996","2017-07-12 12:41:43.585783806","40:0e:85:35:d1:db","-46","2431","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"135002","2017-07-12 12:41:43.625756526","40:0e:85:35:d1:db","-47","2432","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"135003","2017-07-12 12:41:43.627441460","40:0e:85:35:d1:db","-48","2433","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"135009","2017-07-12 12:41:43.666442163","40:0e:85:35:d1:db","-47","2434","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"135010","2017-07-12 12:41:43.668121941","40:0e:85:35:d1:db","-49","2435","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"135014","2017-07-12 12:41:43.708401780","40:0e:85:35:d1:db","-58","2436","Papilio","1,2,5.5,11","6,9,12,18,24,36,48,54","0x102d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","0x00000000","1","","","","","","","","50-6f-9a,00-10-18,00-90-4c,00-90-4c,00-50-f2"
"135048","2017-07-12 12:41:44.087748384","dc:ee:06:1c:2d:c3","-84","882","","1,2,5.5,11,6,9,12,18","24,36,48,54","","","","SSID parameter set,Supported Rates,Extended Supported Rates","","1","","","","","","","",""
"135358","2017-07-12 12:41:47.178367469","d8:c4:e9:c6:64:93","-82","1126","GenuaWifi","1,2,5.5,11","6,9,12,18,24,36,48,54","0x0021","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Interworking,Vendor Specific,Vendor Specific,Vendor Specific,Vendor Specific","","1","","","","","","","","50-6f-9a,00-90-4c,00-50-f2,00-10-18"
