"No.","Time","Source","Destination","Signal strength (dBm)","Frequency","Sequence number","SSID","Supported Rates","Extended Supported Rates","HT Capabilities Info","A-MPDU Parameters","HT Extended Capabilities","Tag Number","Rx Modulation and Coding Scheme (One bit per modulation)","Antenna Selection (ASEL) Capabilities (VS)","Transmit Beam Forming (TxBF) Capabilities (VS)","Frequency","Channel","UUID Enrollee","Primary Device Type","Model Name","Model Number","Device Name","Vendor Extension","Vendor ID","OUI"
"2761","2017-07-02 16:25:52.089068229","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-89","2452","202","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2452","9","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2762","2017-07-02 16:25:52.148550112","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-92","2452","203","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2452","9","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2763","2017-07-02 16:25:52.150798826","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-90","2452","204","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2452","9","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2921","2017-07-02 16:26:02.576741650","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-81","2422","219","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2922","2017-07-02 16:26:02.578926873","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-82","2422","220","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2923","2017-07-02 16:26:02.638518721","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-81","2422","221","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2924","2017-07-02 16:26:02.640696449","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-81","2422","222","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2925","2017-07-02 16:26:02.700261934","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2422","223","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2926","2017-07-02 16:26:02.702498659","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-82","2422","224","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2929","2017-07-02 16:26:02.949558678","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-90","2452","232","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2452","9","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2996","2017-07-02 16:26:13.431486013","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2422","248","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2997","2017-07-02 16:26:13.433713823","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-82","2422","249","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2998","2017-07-02 16:26:13.493200371","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-84","2422","250","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"2999","2017-07-02 16:26:13.495394615","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2422","251","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3000","2017-07-02 16:26:13.554646051","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-86","2422","252","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3001","2017-07-02 16:26:13.556889550","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-87","2422","253","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3073","2017-07-02 16:26:24.286223593","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2422","275","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3074","2017-07-02 16:26:24.288459525","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2422","276","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3076","2017-07-02 16:26:24.347846577","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-81","2422","277","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3077","2017-07-02 16:26:24.350078851","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-81","2422","278","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3078","2017-07-02 16:26:24.411809455","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-83","2422","280","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2422","3","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3081","2017-07-02 16:26:24.656793125","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-94","2452","287","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2452","9","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3138","2017-07-02 16:26:32.460052524","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-45","2432","3798","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2432","5","","","","","","","","00-10-18,00-90-4c"
"3139","2017-07-02 16:26:32.475336924","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-52","2432","3799","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2432","5","","","","","","","","00-10-18,00-90-4c"
"3140","2017-07-02 16:26:32.491818734","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-63","2432","3800","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2432","5","","","","","","","","00-10-18,00-90-4c"
"3141","2017-07-02 16:26:32.507316883","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-51","2432","3801","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2432","5","","","","","","","","00-10-18,00-90-4c"
"3142","2017-07-02 16:26:32.590950330","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-83","2432","3806","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2432","5","","","","","","","","00-10-18,00-90-4c"
"3147","2017-07-02 16:26:33.236021313","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-86","2467","302","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3272","2017-07-02 16:26:45.617890218","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-46","2422","3887","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"3274","2017-07-02 16:26:45.729882594","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-79","2422","3894","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"3275","2017-07-02 16:26:45.746968469","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-80","2422","3895","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"3305","2017-07-02 16:26:49.871563954","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-77","2452","3935","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"3306","2017-07-02 16:26:49.930313453","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-65","2452","3938","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"3307","2017-07-02 16:26:49.973855338","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-38","2452","3942","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"3308","2017-07-02 16:26:49.984539760","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-38","2452","3943","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2452","9","","","","","","","","00-10-18,00-90-4c"
"3309","2017-07-02 16:26:50.007004910","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-86","2427","3945","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2427","4","","","","","","","","00-10-18,00-90-4c"
"3377","2017-07-02 16:26:55.683122454","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-88","2472","379","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2472","13","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3378","2017-07-02 16:26:55.685379224","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-87","2472","380","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2472","13","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3383","2017-07-02 16:26:56.550794710","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-54","2422","4008","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"3384","2017-07-02 16:26:56.561022133","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-52","2422","4009","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"3385","2017-07-02 16:26:56.572491014","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-44","2422","4010","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"3386","2017-07-02 16:26:56.582871448","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-45","2422","4011","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"3387","2017-07-02 16:26:56.604722144","f8:a9:d0:0d:f5:8b","ff:ff:ff:ff:ff:ff","-44","2422","4013","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000","2422","3","","","","","","","","00-10-18,00-90-4c"
"3447","2017-07-02 16:27:05.796981676","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-90","2467","382","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2467","12","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3461","2017-07-02 16:27:06.537878604","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-89","2472","406","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2472","13","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3462","2017-07-02 16:27:06.540173446","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-88","2472","407","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2472","13","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3505","2017-07-02 16:27:12.326785464","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-86","2432","415","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2432","5","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3506","2017-07-02 16:27:12.388659482","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-85","2432","417","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2432","5","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3507","2017-07-02 16:27:12.390908107","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-86","2432","418","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2432","5","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3581","2017-07-02 16:27:23.187779014","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-88","2432","442","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2432","5","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3582","2017-07-02 16:27:23.252001315","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-90","2432","445","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2432","5","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3655","2017-07-02 16:27:34.042235474","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-86","2432","472","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2432","5","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3656","2017-07-02 16:27:34.044477146","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-84","2432","473","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2432","5","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
"3657","2017-07-02 16:27:34.106437497","ec:23:3d:fd:87:ce","ff:ff:ff:ff:ff:ff","-84","2432","475","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","","","2432","5","7717ce9780d4551ba525454b39ff868b","000a0050f2040005","HUAWEI Y300-0100","HUAWEI Y300-0100","Y300-0100","00372a000120","14122","00-50-f2,50-6f-9a"
